ID Dataset;Area del Conocimiento;Categoría;Red Institucional;Tipo de Lugar de Trabajo;Provincia laboral;Rango de Edad;Género
2020-08750;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-08755;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-08769;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-08927;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-10129;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10453;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10471;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10447;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-10468;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10518;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10552;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-10689;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-11113;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-11090;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-11084;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-11410;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-11786;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;Hasta 39;Mujeres
2020-12094;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Córdoba;40 a 49;Mujeres
2020-07167;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;40 a 49;Mujeres
2020-04209;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;40 a 49;Mujeres
2020-04130;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;Hasta 39;Mujeres
2020-07257;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Córdoba;40 a 49;Mujeres
2020-03954;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Privada;Córdoba;40 a 49;Mujeres
2020-10602;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Otros;Córdoba;Hasta 39;Mujeres
2020-04852;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;40 a 49;Mujeres
2020-10526;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;Hasta 39;Mujeres
2020-10612;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;Hasta 39;Mujeres
2020-11154;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;Hasta 39;Mujeres
2020-11286;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;Hasta 39;Mujeres
2020-11290;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Santa Fe;Hasta 39;Mujeres
2020-04576;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;40 a 49;Mujeres
2020-05552;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;Hasta 39;Mujeres
2020-05258;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;Hasta 39;Mujeres
2020-08227;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;Hasta 39;Mujeres
2020-08745;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;Hasta 39;Mujeres
2020-11186;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;Hasta 39;Mujeres
2020-11409;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Santa Fe;40 a 49;Mujeres
2020-08766;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Privada;Santa Fe;40 a 49;Mujeres
2020-10558;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Privada;Santa Fe;Hasta 39;Mujeres
2020-10313;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;Hasta 39;Mujeres
2020-10592;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;Hasta 39;Mujeres
2020-10790;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;Hasta 39;Mujeres
2020-10803;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Río Negro;Hasta 39;Mujeres
2020-10541;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Río Negro;40 a 49;Mujeres
2020-05171;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;Hasta 39;Mujeres
2020-05238;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Río Negro;Hasta 39;Mujeres
2020-03703;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-03769;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-04658;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-05450;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-05891;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;Hasta 39;Mujeres
2020-07053;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-08885;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-09002;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;40 a 49;Mujeres
2020-11441;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Mendoza;Hasta 39;Mujeres
2020-11860;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Organismos de Ciencia y Técnica;Mendoza;Hasta 39;Mujeres
2020-04028;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-04244;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-04304;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-04767;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-07379;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;Hasta 39;Mujeres
2020-11288;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;Hasta 39;Mujeres
2020-11276;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Tucumán;40 a 49;Mujeres
2020-04015;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Mujeres
2020-10837;KE - Ciencias Exactas y Naturales;Inv. Asistente;Universidades y otros Organismos de Ciencia y Técnica;Universidades de Gestión Pública;Tucumán;40 a 49;Mujeres
2020-03959;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-03970;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-04111;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-04219;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-04532;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-04659;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;Hasta 39;Mujeres
2020-05631;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;Hasta 39;Mujeres
2020-05660;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;40 a 49;Mujeres
2020-07462;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;Hasta 39;Mujeres
2020-10544;KE - Ciencias Exactas y Naturales;Inv. Asistente;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;Institutos CONICET con contraparte en Universidades y OCyT o Exclusivos CONICET;San Luis;Hasta 39;Mujeres
